OrderID,MenuItemID,Quantity
76-201-5085,04-000-06,1
50-048-3933,02-000-01,1
50-048-3933,01-000-03,1
50-048-3933,03-000-01,1
50-048-3933,00-000-01,1
50-048-3933,04-000-01,1
10-120-0016,02-000-02,1
10-120-0016,01-000-04,1
10-120-0016,03-000-02,1
10-120-0016,00-000-02,1
10-120-0016,04-000-02,1
03-297-4257,02-000-03,1
03-297-4257,01-000-05,1
03-297-4257,03-000-03,1
03-297-4257,00-000-03,1
03-297-4257,04-000-03,1
40-486-8511,02-000-04,1
40-486-8511,01-000-06,1
40-486-8511,03-000-04,1
40-486-8511,00-000-04,1
40-486-8511,04-000-04,1
04-976-7880,02-000-05,1
04-976-7880,01-000-01,1
04-976-7880,03-000-05,1
04-976-7880,00-000-05,1
04-976-7880,04-000-05,1
29-728-2837,01-000-02,1
29-728-2837,03-000-06,1
29-728-2837,00-000-06,1
29-728-2837,04-000-06,1
11-769-7584,02-000-01,1
11-769-7584,01-000-03,1
11-769-7584,03-000-01,1
11-769-7584,00-000-01,1
11-769-7584,04-000-01,1
37-255-6435,02-000-02,1
37-255-6435,01-000-04,1
37-255-6435,03-000-02,1
37-255-6435,00-000-02,1
37-255-6435,04-000-02,1
71-140-6745,02-000-03,1
71-140-6745,01-000-05,1
71-140-6745,03-000-03,1
71-140-6745,00-000-03,1
71-140-6745,04-000-03,1
11-463-8439,02-000-04,1
11-463-8439,01-000-06,1
11-463-8439,03-000-04,1
11-463-8439,00-000-04,1
11-463-8439,04-000-04,1
12-306-6646,02-000-05,1
12-306-6646,01-000-01,1
12-306-6646,03-000-05,1
12-306-6646,00-000-05,1
12-306-6646,04-000-05,1
11-446-2659,01-000-02,1
11-446-2659,03-000-06,1
11-446-2659,00-000-06,1
11-446-2659,04-000-06,1
11-700-3520,02-000-01,1
11-700-3520,01-000-03,1
11-700-3520,03-000-01,1
11-700-3520,00-000-01,1
11-700-3520,04-000-01,1
85-580-7392,02-000-02,1
85-580-7392,01-000-04,1
85-580-7392,03-000-02,1
85-580-7392,00-000-02,1
85-580-7392,04-000-02,1
93-409-8648,02-000-03,1
93-409-8648,01-000-05,1
93-409-8648,03-000-03,1
93-409-8648,00-000-03,1
93-409-8648,04-000-03,1
53-504-3875,02-000-04,1
53-504-3875,01-000-06,1
53-504-3875,03-000-04,1
53-504-3875,00-000-04,1
53-504-3875,04-000-04,1
11-648-9765,02-000-05,1
11-648-9765,01-000-01,1
11-648-9765,03-000-05,1
11-648-9765,00-000-05,1
11-648-9765,04-000-05,1
02-569-3156,01-000-01,1
02-569-3156,03-000-06,1
02-569-3156,00-000-06,1
02-569-3156,04-000-06,1
13-189-4080,02-000-01,1
13-189-4080,01-000-02,1
13-189-4080,03-000-01,1
13-189-4080,00-000-01,1
13-189-4080,04-000-01,1
59-023-1187,02-000-02,1
59-023-1187,01-000-03,1
59-023-1187,03-000-02,1
59-023-1187,00-000-02,1
59-023-1187,04-000-02,1
18-944-2420,02-000-03,1
18-944-2420,01-000-04,1
18-944-2420,03-000-03,1
18-944-2420,00-000-03,1
18-944-2420,04-000-03,1
07-275-2696,02-000-04,1
07-275-2696,01-000-05,1
07-275-2696,03-000-04,1
07-275-2696,00-000-04,1
07-275-2696,04-000-04,1
69-562-1762,02-000-05,1
69-562-1762,01-000-06,1
69-562-1762,03-000-05,1
69-562-1762,00-000-05,1
69-562-1762,04-000-05,1
68-365-1512,01-000-01,1
68-365-1512,03-000-06,1
68-365-1512,00-000-06,1
68-365-1512,04-000-06,1
92-809-9028,02-000-01,1
92-809-9028,01-000-02,1
92-809-9028,03-000-01,1
92-809-9028,00-000-01,1
92-809-9028,04-000-01,1
77-206-4888,02-000-02,1
77-206-4888,01-000-03,1
77-206-4888,03-000-02,1
77-206-4888,00-000-02,1
77-206-4888,04-000-02,1
25-771-0744,02-000-03,1
25-771-0744,01-000-04,1
25-771-0744,03-000-03,1
25-771-0744,00-000-03,1
25-771-0744,04-000-03,1
67-382-6166,02-000-04,1
67-382-6166,01-000-05,1
67-382-6166,03-000-04,1
67-382-6166,00-000-04,1
67-382-6166,04-000-04,1
10-814-8054,02-000-05,1
10-814-8054,01-000-06,1
10-814-8054,03-000-05,1
10-814-8054,00-000-05,1
10-814-8054,04-000-05,1
97-710-0241,01-000-01,1
97-710-0241,03-000-06,1
97-710-0241,00-000-06,1
97-710-0241,04-000-06,1
89-306-1133,02-000-01,1
89-306-1133,01-000-02,1
89-306-1133,03-000-01,1
89-306-1133,00-000-01,1
89-306-1133,04-000-01,1
78-692-7008,02-000-02,1
78-692-7008,01-000-03,1
78-692-7008,03-000-02,1
78-692-7008,00-000-02,1
78-692-7008,04-000-02,1
25-433-9492,02-000-03,1
25-433-9492,01-000-04,1
25-433-9492,03-000-03,1
25-433-9492,00-000-03,1
25-433-9492,04-000-03,1
61-753-0334,02-000-04,1
61-753-0334,01-000-05,1
61-753-0334,03-000-04,1
61-753-0334,00-000-04,1
61-753-0334,04-000-04,1
44-087-0146,02-000-05,1
44-087-0146,01-000-06,1
44-087-0146,03-000-05,1
44-087-0146,00-000-05,1
44-087-0146,04-000-05,1
40-429-8594,01-000-01,1
40-429-8594,03-000-06,1
40-429-8594,00-000-06,1
40-429-8594,04-000-06,1
18-237-6374,02-000-01,1
18-237-6374,01-000-01,1
18-237-6374,03-000-01,1
18-237-6374,00-000-01,1
18-237-6374,04-000-01,1
15-307-8168,02-000-02,1
15-307-8168,01-000-02,1
15-307-8168,03-000-02,1
15-307-8168,00-000-02,1
15-307-8168,04-000-02,1
37-103-3005,02-000-03,1
37-103-3005,01-000-03,1
37-103-3005,03-000-03,1
37-103-3005,00-000-03,1
37-103-3005,04-000-03,1
76-763-0657,02-000-04,1
76-763-0657,01-000-04,1
76-763-0657,03-000-04,1
76-763-0657,00-000-04,1
76-763-0657,04-000-04,1
66-392-1377,02-000-05,1
66-392-1377,01-000-05,1
66-392-1377,03-000-05,1
66-392-1377,00-000-05,1
66-392-1377,04-000-05,1
94-670-7121,01-000-06,1
94-670-7121,03-000-06,1
94-670-7121,00-000-06,1
94-670-7121,04-000-06,1
91-242-5776,02-000-01,1
91-242-5776,01-000-01,1
91-242-5776,03-000-01,1
91-242-5776,00-000-01,1
91-242-5776,04-000-01,1
23-082-1065,02-000-02,1
23-082-1065,01-000-02,1
23-082-1065,03-000-02,1
23-082-1065,00-000-02,1
23-082-1065,04-000-02,1
71-440-8512,02-000-03,1
71-440-8512,01-000-03,1
71-440-8512,03-000-03,1
71-440-8512,00-000-03,1
71-440-8512,04-000-03,1
00-451-8857,02-000-04,1
00-451-8857,01-000-04,1
00-451-8857,03-000-04,1
00-451-8857,00-000-04,1
00-451-8857,04-000-04,1
98-115-7191,02-000-05,1
98-115-7191,01-000-05,1
98-115-7191,03-000-05,1
98-115-7191,00-000-05,1
98-115-7191,04-000-05,1
43-566-9850,01-000-06,1
43-566-9850,03-000-06,1
43-566-9850,00-000-06,1
43-566-9850,04-000-06,1
06-416-0671,02-000-01,1
06-416-0671,01-000-01,1
06-416-0671,03-000-01,1
06-416-0671,00-000-01,1
06-416-0671,04-000-01,1
10-621-7662,02-000-02,1
10-621-7662,01-000-02,1
10-621-7662,03-000-02,1
10-621-7662,00-000-02,1
10-621-7662,04-000-02,1
51-062-8739,02-000-03,1
51-062-8739,01-000-03,1
51-062-8739,03-000-03,1
51-062-8739,00-000-03,1
51-062-8739,04-000-03,1
91-006-3876,02-000-04,1
91-006-3876,01-000-04,1
91-006-3876,03-000-04,1
91-006-3876,00-000-04,1
91-006-3876,04-000-04,1
81-653-6035,02-000-05,1
81-653-6035,01-000-05,1
81-653-6035,03-000-05,1
81-653-6035,00-000-05,1
81-653-6035,04-000-05,1
22-572-6325,01-000-06,1
22-572-6325,03-000-06,1
22-572-6325,00-000-06,1
22-572-6325,04-000-06,1
84-707-3314,02-000-01,1
84-707-3314,01-000-01,1
84-707-3314,03-000-01,1
84-707-3314,00-000-01,1
84-707-3314,04-000-01,1
63-500-9286,02-000-02,1
63-500-9286,01-000-01,1
63-500-9286,03-000-02,1
63-500-9286,00-000-02,1
63-500-9286,04-000-02,1
96-491-1316,02-000-03,1
96-491-1316,01-000-02,1
96-491-1316,03-000-03,1
96-491-1316,00-000-03,1
96-491-1316,04-000-03,1
77-527-7922,02-000-04,1
77-527-7922,01-000-03,1
77-527-7922,03-000-04,1
77-527-7922,00-000-04,1
77-527-7922,04-000-04,1
53-494-9541,02-000-05,1
53-494-9541,01-000-04,1
53-494-9541,03-000-05,1
53-494-9541,00-000-05,1
53-494-9541,04-000-05,1
26-231-8897,01-000-05,1
26-231-8897,03-000-06,1
26-231-8897,00-000-06,1
26-231-8897,04-000-06,1
60-725-6733,02-000-01,1
60-725-6733,01-000-06,1
60-725-6733,03-000-01,1
60-725-6733,00-000-01,1
60-725-6733,04-000-01,1
97-995-3154,02-000-02,1
97-995-3154,01-000-01,1
97-995-3154,03-000-02,1
97-995-3154,00-000-02,1
97-995-3154,04-000-02,1
25-339-5566,02-000-03,1
25-339-5566,01-000-02,1
25-339-5566,03-000-03,1
25-339-5566,00-000-03,1
25-339-5566,04-000-03,1
35-587-5940,02-000-04,1
35-587-5940,01-000-03,1
35-587-5940,03-000-04,1
35-587-5940,00-000-04,1
35-587-5940,04-000-04,1
53-433-8071,02-000-05,1
53-433-8071,01-000-04,1
53-433-8071,03-000-05,1
53-433-8071,00-000-05,1
53-433-8071,04-000-05,1
59-613-6838,01-000-05,1
59-613-6838,03-000-06,1
59-613-6838,00-000-06,1
59-613-6838,04-000-06,1
02-699-8406,02-000-01,1
02-699-8406,01-000-06,1
02-699-8406,03-000-01,1
02-699-8406,00-000-01,1
02-699-8406,04-000-01,1
80-258-5757,02-000-02,1
80-258-5757,01-000-01,1
80-258-5757,03-000-02,1
80-258-5757,00-000-02,1
80-258-5757,04-000-02,1
15-297-7741,02-000-03,1
15-297-7741,01-000-02,1
15-297-7741,03-000-03,1
15-297-7741,00-000-03,1
15-297-7741,04-000-03,1
81-109-8738,02-000-04,1
81-109-8738,01-000-03,1
81-109-8738,03-000-04,1
81-109-8738,00-000-04,1
81-109-8738,04-000-04,1
80-784-2924,02-000-05,1
80-784-2924,01-000-04,1
80-784-2924,03-000-05,1
80-784-2924,00-000-05,1
80-784-2924,04-000-05,1
12-371-9369,01-000-05,1
12-371-9369,03-000-06,1
12-371-9369,00-000-06,1
12-371-9369,04-000-06,1
87-976-0252,02-000-01,1
87-976-0252,01-000-06,1
87-976-0252,03-000-01,1
87-976-0252,00-000-01,1
87-976-0252,04-000-01,1
86-725-2449,02-000-02,1
86-725-2449,01-000-01,1
86-725-2449,03-000-02,1
86-725-2449,00-000-02,1
86-725-2449,04-000-02,1
65-451-1818,02-000-03,1
65-451-1818,01-000-01,1
65-451-1818,03-000-03,1
65-451-1818,00-000-03,1
65-451-1818,04-000-03,1
24-339-0545,02-000-04,1
24-339-0545,01-000-02,1
24-339-0545,03-000-04,1
24-339-0545,00-000-04,1
24-339-0545,04-000-04,1
62-591-7981,02-000-05,1
62-591-7981,01-000-03,1
62-591-7981,03-000-05,1
62-591-7981,00-000-05,1
62-591-7981,04-000-05,1
15-197-3569,01-000-04,1
15-197-3569,03-000-06,1
15-197-3569,00-000-06,1
15-197-3569,04-000-06,1
55-619-8849,02-000-01,1
55-619-8849,01-000-05,1
55-619-8849,03-000-01,1
55-619-8849,00-000-01,1
55-619-8849,04-000-01,1
06-705-6026,02-000-02,1
06-705-6026,01-000-06,1
06-705-6026,03-000-02,1
06-705-6026,00-000-02,1
06-705-6026,04-000-02,1
08-316-6754,02-000-03,1
08-316-6754,01-000-01,1
08-316-6754,03-000-03,1
08-316-6754,00-000-03,1
08-316-6754,04-000-03,1
55-932-3347,02-000-04,1
55-932-3347,01-000-02,1
55-932-3347,03-000-04,1
55-932-3347,00-000-04,1
55-932-3347,04-000-04,1
32-049-4417,02-000-05,1
32-049-4417,01-000-03,1
32-049-4417,03-000-05,1
32-049-4417,00-000-05,1
32-049-4417,04-000-05,1
80-890-3871,01-000-04,1
80-890-3871,03-000-06,1
80-890-3871,00-000-06,1
80-890-3871,04-000-06,1
44-701-3012,02-000-01,1
44-701-3012,01-000-05,1
44-701-3012,03-000-01,1
44-701-3012,00-000-01,1
44-701-3012,04-000-01,1
78-803-3890,02-000-02,1
78-803-3890,01-000-06,1
78-803-3890,03-000-02,1
78-803-3890,00-000-02,1
78-803-3890,04-000-02,1
08-940-9111,02-000-03,1
08-940-9111,01-000-01,1
08-940-9111,03-000-03,1
08-940-9111,00-000-03,1
08-940-9111,04-000-03,1
41-597-5931,02-000-04,1
41-597-5931,01-000-02,1
41-597-5931,03-000-04,1
41-597-5931,00-000-04,1
41-597-5931,04-000-04,1
85-961-5775,02-000-05,1
85-961-5775,01-000-03,1
85-961-5775,03-000-05,1
85-961-5775,00-000-05,1
85-961-5775,04-000-05,1
81-898-7131,01-000-04,1
81-898-7131,03-000-06,1
81-898-7131,00-000-06,1
81-898-7131,04-000-06,1
93-083-3241,02-000-01,1
93-083-3241,01-000-05,1
93-083-3241,03-000-01,1
93-083-3241,00-000-01,1
93-083-3241,04-000-01,1
90-478-9446,02-000-02,1
90-478-9446,01-000-06,1
90-478-9446,03-000-02,1
90-478-9446,00-000-02,1
90-478-9446,04-000-02,1
34-631-7695,02-000-03,1
34-631-7695,01-000-01,1
34-631-7695,03-000-03,1
34-631-7695,00-000-03,1
34-631-7695,04-000-03,1
68-844-1159,02-000-04,1
68-844-1159,01-000-01,1
68-844-1159,03-000-04,1
68-844-1159,00-000-04,1
68-844-1159,04-000-04,1
27-774-9457,02-000-05,1
27-774-9457,01-000-02,1
27-774-9457,03-000-05,1
27-774-9457,00-000-05,1
27-774-9457,04-000-05,1
87-292-9640,01-000-03,1
87-292-9640,03-000-06,1
87-292-9640,00-000-06,1
87-292-9640,04-000-06,1
20-140-3398,02-000-01,1
20-140-3398,01-000-04,1
20-140-3398,03-000-01,1
20-140-3398,00-000-01,1
20-140-3398,04-000-01,1
31-762-1168,02-000-02,1
31-762-1168,01-000-05,1
31-762-1168,03-000-02,1
31-762-1168,00-000-02,1
31-762-1168,04-000-02,1
65-386-4145,02-000-03,1
65-386-4145,01-000-06,1
65-386-4145,03-000-03,1
65-386-4145,00-000-03,1
65-386-4145,04-000-03,1
09-923-6077,02-000-04,1
09-923-6077,01-000-01,1
09-923-6077,03-000-04,1
09-923-6077,00-000-04,1
09-923-6077,04-000-04,1
87-435-5817,02-000-05,1
87-435-5817,01-000-02,1
87-435-5817,03-000-05,1
87-435-5817,00-000-05,1
87-435-5817,04-000-05,1
95-524-7993,01-000-03,1
95-524-7993,03-000-06,1
95-524-7993,00-000-06,1
95-524-7993,04-000-06,1
88-109-5070,02-000-01,1
88-109-5070,01-000-04,1
88-109-5070,03-000-01,1
88-109-5070,00-000-01,1
88-109-5070,04-000-01,1
46-796-5628,02-000-02,1
46-796-5628,01-000-05,1
46-796-5628,03-000-02,1
46-796-5628,00-000-02,1
46-796-5628,04-000-02,1
92-555-9940,02-000-03,1
92-555-9940,01-000-06,1
92-555-9940,03-000-03,1
92-555-9940,00-000-03,1
92-555-9940,04-000-03,1
43-718-3224,02-000-04,1
43-718-3224,01-000-01,1
43-718-3224,03-000-04,1
43-718-3224,00-000-04,1
43-718-3224,04-000-04,1
95-587-8796,02-000-05,1
95-587-8796,01-000-02,1
95-587-8796,03-000-05,1
95-587-8796,00-000-05,1
95-587-8796,04-000-05,1
84-976-0893,01-000-03,1
84-976-0893,03-000-06,1
84-976-0893,00-000-06,1
84-976-0893,04-000-06,1
85-313-3288,02-000-01,1
85-313-3288,01-000-04,1
85-313-3288,03-000-01,1
85-313-3288,00-000-01,1
85-313-3288,04-000-01,1
82-287-7415,02-000-02,1
82-287-7415,01-000-05,1
82-287-7415,03-000-02,1
82-287-7415,00-000-02,1
82-287-7415,04-000-02,1
72-823-6963,02-000-03,1
72-823-6963,01-000-06,1
72-823-6963,03-000-03,1
72-823-6963,00-000-03,1
72-823-6963,04-000-03,1
82-090-4450,02-000-04,1
82-090-4450,01-000-01,1
82-090-4450,03-000-04,1
82-090-4450,00-000-04,1
82-090-4450,04-000-04,1
79-555-6824,02-000-05,1
79-555-6824,01-000-01,1
79-555-6824,03-000-05,1
79-555-6824,00-000-05,1
79-555-6824,04-000-05,1
33-177-2796,01-000-02,1
33-177-2796,03-000-06,1
33-177-2796,00-000-06,1
33-177-2796,04-000-06,1
13-435-8115,02-000-01,1
13-435-8115,01-000-03,1
13-435-8115,03-000-01,1
13-435-8115,00-000-01,1
13-435-8115,04-000-01,1
92-833-3271,02-000-02,1
92-833-3271,01-000-04,1
92-833-3271,03-000-02,1
92-833-3271,00-000-02,1
92-833-3271,04-000-02,1
37-474-6061,02-000-03,1
37-474-6061,01-000-05,1
37-474-6061,03-000-03,1
37-474-6061,00-000-03,1
37-474-6061,04-000-03,1
96-257-8035,02-000-04,1
96-257-8035,01-000-06,1
96-257-8035,03-000-04,1
96-257-8035,00-000-04,1
96-257-8035,04-000-04,1
61-097-0206,02-000-05,1
61-097-0206,01-000-01,1
61-097-0206,03-000-05,1
61-097-0206,00-000-05,1
61-097-0206,04-000-05,1
58-326-4792,01-000-02,1
58-326-4792,03-000-06,1
58-326-4792,00-000-06,1
58-326-4792,04-000-06,1
93-396-2857,02-000-01,1
93-396-2857,01-000-03,1
93-396-2857,03-000-01,1
93-396-2857,00-000-01,1
93-396-2857,04-000-01,1
48-335-5237,02-000-02,1
48-335-5237,01-000-04,1
48-335-5237,03-000-02,1
48-335-5237,00-000-02,1
48-335-5237,04-000-02,1
74-034-2507,02-000-03,1
74-034-2507,01-000-05,1
74-034-2507,03-000-03,1
74-034-2507,00-000-03,1
74-034-2507,04-000-03,1
80-768-1365,02-000-04,1
80-768-1365,01-000-06,1
80-768-1365,03-000-04,1
80-768-1365,00-000-04,1
80-768-1365,04-000-04,1
00-283-3544,02-000-05,1
00-283-3544,01-000-01,1
00-283-3544,03-000-05,1
00-283-3544,00-000-05,1
00-283-3544,04-000-05,1
68-323-6449,01-000-02,1
68-323-6449,03-000-06,1
68-323-6449,00-000-06,1
68-323-6449,04-000-06,1
30-124-4774,02-000-01,1
30-124-4774,01-000-03,1
30-124-4774,03-000-01,1
30-124-4774,00-000-01,1
30-124-4774,04-000-01,1
61-509-9344,02-000-02,1
61-509-9344,01-000-04,1
61-509-9344,03-000-02,1
61-509-9344,00-000-02,1
61-509-9344,04-000-02,1
66-276-1471,02-000-03,1
66-276-1471,01-000-05,1
66-276-1471,03-000-03,1
66-276-1471,00-000-03,1
66-276-1471,04-000-03,1
29-595-2468,02-000-04,1
29-595-2468,01-000-06,1
29-595-2468,03-000-04,1
29-595-2468,00-000-04,1
29-595-2468,04-000-04,1
35-174-3155,02-000-05,1
35-174-3155,01-000-01,1
35-174-3155,03-000-05,1
35-174-3155,00-000-05,1
35-174-3155,04-000-05,1
25-621-0618,01-000-01,1
25-621-0618,03-000-06,1
25-621-0618,00-000-06,1
25-621-0618,04-000-06,1
82-799-6775,02-000-01,1
82-799-6775,01-000-02,1
82-799-6775,03-000-01,1
82-799-6775,00-000-01,1
82-799-6775,04-000-01,1
83-584-6805,02-000-02,1
83-584-6805,01-000-03,1
83-584-6805,03-000-02,1
83-584-6805,00-000-02,1
83-584-6805,04-000-02,1
31-405-1090,02-000-03,1
31-405-1090,01-000-04,1
31-405-1090,03-000-03,1
31-405-1090,00-000-03,1
31-405-1090,04-000-03,1
47-102-5062,02-000-04,1
47-102-5062,01-000-05,1
47-102-5062,03-000-04,1
47-102-5062,00-000-04,1
47-102-5062,04-000-04,1
53-541-9522,02-000-05,1
53-541-9522,01-000-06,1
53-541-9522,03-000-05,1
53-541-9522,00-000-05,1
53-541-9522,04-000-05,1
77-180-0305,01-000-01,1
77-180-0305,03-000-06,1
77-180-0305,00-000-06,1
77-180-0305,04-000-06,1
43-109-7017,02-000-01,1
43-109-7017,01-000-02,1
43-109-7017,03-000-01,1
43-109-7017,00-000-01,1
43-109-7017,04-000-01,1
21-743-3530,02-000-02,1
21-743-3530,01-000-03,1
21-743-3530,03-000-02,1
21-743-3530,00-000-02,1
21-743-3530,04-000-02,1
28-279-3419,02-000-03,1
28-279-3419,01-000-04,1
28-279-3419,03-000-03,1
28-279-3419,00-000-03,1
28-279-3419,04-000-03,1
35-460-4013,02-000-04,1
35-460-4013,01-000-05,1
35-460-4013,03-000-04,1
35-460-4013,00-000-04,1
35-460-4013,04-000-04,1
47-084-5361,02-000-05,1
47-084-5361,01-000-06,1
47-084-5361,03-000-05,1
47-084-5361,00-000-05,1
47-084-5361,04-000-05,1
30-601-0133,01-000-01,1
30-601-0133,03-000-06,1
30-601-0133,00-000-06,1
30-601-0133,04-000-06,1
70-350-8506,02-000-01,1
70-350-8506,01-000-02,1
70-350-8506,03-000-01,1
70-350-8506,00-000-01,1
70-350-8506,04-000-01,1
77-325-6969,02-000-02,1
77-325-6969,01-000-03,1
77-325-6969,03-000-02,1
77-325-6969,00-000-02,1
77-325-6969,04-000-02,1
35-067-3364,02-000-03,1
35-067-3364,01-000-04,1
35-067-3364,03-000-03,1
35-067-3364,00-000-03,1
35-067-3364,04-000-03,1
98-646-1456,02-000-04,1
98-646-1456,01-000-05,1
98-646-1456,03-000-04,1
98-646-1456,00-000-04,1
98-646-1456,04-000-04,1
70-821-6798,02-000-05,1
70-821-6798,01-000-06,1
70-821-6798,03-000-05,1
70-821-6798,00-000-05,1
70-821-6798,04-000-05,1
51-960-7680,01-000-01,1
51-960-7680,03-000-06,1
51-960-7680,00-000-06,1
51-960-7680,04-000-06,1
45-436-6764,02-000-01,1
45-436-6764,01-000-01,1
45-436-6764,03-000-01,1
45-436-6764,00-000-01,1
45-436-6764,04-000-01,1
69-254-6693,02-000-02,1
69-254-6693,01-000-02,1
69-254-6693,03-000-02,1
69-254-6693,00-000-02,1
69-254-6693,04-000-02,1
49-795-0099,02-000-03,1
49-795-0099,01-000-03,1
49-795-0099,03-000-03,1
49-795-0099,00-000-03,1
49-795-0099,04-000-03,1
52-708-9153,02-000-04,1
52-708-9153,01-000-04,1
52-708-9153,03-000-04,1
52-708-9153,00-000-04,1
52-708-9153,04-000-04,1
05-378-2914,02-000-05,1
05-378-2914,01-000-05,1
05-378-2914,03-000-05,1
05-378-2914,00-000-05,1
05-378-2914,04-000-05,1
09-522-5385,01-000-06,1
09-522-5385,03-000-06,1
09-522-5385,00-000-06,1
09-522-5385,04-000-06,1
01-754-7255,02-000-01,1
01-754-7255,01-000-01,1
01-754-7255,03-000-01,1
01-754-7255,00-000-01,1
01-754-7255,04-000-01,1
53-851-0542,02-000-02,1
53-851-0542,01-000-02,1
53-851-0542,03-000-02,1
53-851-0542,00-000-02,1
53-851-0542,04-000-02,1
46-773-9492,02-000-03,1
46-773-9492,01-000-03,1
46-773-9492,03-000-03,1
46-773-9492,00-000-03,1
46-773-9492,04-000-03,1
85-559-9663,02-000-04,1
85-559-9663,01-000-04,1
85-559-9663,03-000-04,1
85-559-9663,00-000-04,1
85-559-9663,04-000-04,1
66-576-7484,02-000-05,1
66-576-7484,01-000-05,1
66-576-7484,03-000-05,1
66-576-7484,00-000-05,1
66-576-7484,04-000-05,1
88-729-8334,01-000-06,1
88-729-8334,03-000-06,1
88-729-8334,00-000-06,1
88-729-8334,04-000-06,1
44-877-6595,02-000-01,1
44-877-6595,01-000-01,1
44-877-6595,03-000-01,1
44-877-6595,00-000-01,1
44-877-6595,04-000-01,1
32-596-3017,02-000-02,1
32-596-3017,01-000-02,1
32-596-3017,03-000-02,1
32-596-3017,00-000-02,1
32-596-3017,04-000-02,1
90-716-3855,02-000-03,1
90-716-3855,01-000-03,1
90-716-3855,03-000-03,1
90-716-3855,00-000-03,1
90-716-3855,04-000-03,1
84-632-0013,02-000-04,1
84-632-0013,01-000-04,1
84-632-0013,03-000-04,1
84-632-0013,00-000-04,1
84-632-0013,04-000-04,1
02-211-2785,02-000-05,1
02-211-2785,01-000-05,1
02-211-2785,03-000-05,1
02-211-2785,00-000-05,1
02-211-2785,04-000-05,1
35-884-9148,01-000-06,1
35-884-9148,03-000-06,1
35-884-9148,00-000-06,1
35-884-9148,04-000-06,1
12-605-1676,02-000-01,1
12-605-1676,01-000-01,1
12-605-1676,03-000-01,1
12-605-1676,00-000-01,1
12-605-1676,04-000-01,1
38-750-7959,02-000-02,1
38-750-7959,01-000-01,1
38-750-7959,03-000-02,1
38-750-7959,00-000-02,1
38-750-7959,04-000-02,1
11-821-0545,02-000-03,1
11-821-0545,01-000-02,1
11-821-0545,03-000-03,1
11-821-0545,00-000-03,1
11-821-0545,04-000-03,1
60-600-4172,02-000-04,1
60-600-4172,01-000-03,1
60-600-4172,03-000-04,1
60-600-4172,00-000-04,1
60-600-4172,04-000-04,1
34-426-9335,02-000-05,1
34-426-9335,01-000-04,1
34-426-9335,03-000-05,1
34-426-9335,00-000-05,1
34-426-9335,04-000-05,1
60-230-9043,01-000-05,1
60-230-9043,03-000-06,1
60-230-9043,00-000-06,1
60-230-9043,04-000-06,1
67-799-1881,02-000-01,1
67-799-1881,01-000-06,1
67-799-1881,03-000-01,1
67-799-1881,00-000-01,1
67-799-1881,04-000-01,1
34-061-0340,02-000-02,1
34-061-0340,01-000-01,1
34-061-0340,03-000-02,1
34-061-0340,00-000-02,1
34-061-0340,04-000-02,1
29-930-1681,02-000-03,1
29-930-1681,01-000-02,1
29-930-1681,03-000-03,1
29-930-1681,00-000-03,1
29-930-1681,04-000-03,1
76-522-9855,02-000-04,1
76-522-9855,01-000-03,1
76-522-9855,03-000-04,1
76-522-9855,00-000-04,1
76-522-9855,04-000-04,1
77-986-1901,02-000-05,1
77-986-1901,01-000-04,1
77-986-1901,03-000-05,1
77-986-1901,00-000-05,1
77-986-1901,04-000-05,1
65-329-2436,01-000-05,1
65-329-2436,03-000-06,1
65-329-2436,00-000-06,1
65-329-2436,04-000-06,1
83-597-0985,02-000-01,1
83-597-0985,01-000-06,1
83-597-0985,03-000-01,1
83-597-0985,00-000-01,1
83-597-0985,04-000-01,1
11-858-8042,02-000-02,1
11-858-8042,01-000-01,1
11-858-8042,03-000-02,1
11-858-8042,00-000-02,1
11-858-8042,04-000-02,1
92-610-5614,02-000-03,1
92-610-5614,01-000-02,1
92-610-5614,03-000-03,1
92-610-5614,00-000-03,1
92-610-5614,04-000-03,1
43-918-0203,02-000-04,1
43-918-0203,01-000-03,1
43-918-0203,03-000-04,1
43-918-0203,00-000-04,1
43-918-0203,04-000-04,1
18-752-8277,02-000-05,1
18-752-8277,01-000-04,1
18-752-8277,03-000-05,1
18-752-8277,00-000-05,1
18-752-8277,04-000-05,1
29-463-3688,01-000-05,1
29-463-3688,03-000-06,1
29-463-3688,00-000-06,1
29-463-3688,04-000-06,1
23-382-0687,02-000-01,1
23-382-0687,01-000-06,1
23-382-0687,03-000-01,1
23-382-0687,00-000-01,1
23-382-0687,04-000-01,1
27-252-7456,02-000-02,1
27-252-7456,01-000-01,1
27-252-7456,03-000-02,1
27-252-7456,00-000-02,1
27-252-7456,04-000-02,1
57-773-2064,02-000-03,1
57-773-2064,01-000-01,1
57-773-2064,03-000-03,1
57-773-2064,00-000-03,1
57-773-2064,04-000-03,1
69-361-9646,02-000-04,1
69-361-9646,01-000-02,1
69-361-9646,03-000-04,1
69-361-9646,00-000-04,1
69-361-9646,04-000-04,1
42-108-7287,02-000-05,1
42-108-7287,01-000-03,1
42-108-7287,03-000-05,1
42-108-7287,00-000-05,1
42-108-7287,04-000-05,1
90-122-2737,01-000-04,1
90-122-2737,03-000-06,1
90-122-2737,00-000-06,1
90-122-2737,04-000-06,1
46-138-6582,02-000-01,1
46-138-6582,01-000-05,1
46-138-6582,03-000-01,1
